current_name,pre_nomos,pre_dimos
ΤΡΙΚΑΣΤΡΟΝ,ΠΡΕΒΕΖΗΣ,ΤΡΙΚΑΣΤΡΟΝ
ΩΡΩΠΟΥ,ΠΡΕΒΕΖΗΣ,ΩΡΩΠΟΥ
ΠΡΕΒΕΖΗΣ,ΠΡΕΒΕΖΗΣ,ΠΡΕΒΕΖΗΣ
ΜΙΧΑΛΙΤΣΙΟΥ,ΠΡΕΒΕΖΗΣ,ΜΙΧΑΛΙΤΣΙΟΥ
ΜΥΤΙΚΑ,ΠΡΕΒΕΖΗΣ,ΜΥΤΙΚΑ
ΝΙΚΟΠΟΛΕΩΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ
ΦΛΑΜΠΟΥΡΩΝ,ΠΡΕΒΕΖΗΣ,ΦΛΑΜΠΟΥΡΩΝ
ΒΛΑΣΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΒΛΑΣΙΟΥ
ΔΡΟΣΑΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΔΡΟΣΑΤΟΥ
ΚΟΥΜΠΟΥΡΙΑΝΩΝ,ΚΑΡΔΙΤΣΗΣ,ΚΟΥΜΠΟΥΡΙΑΝΩΝ
ΛΕΟΝΤΙΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΛΕΟΝΤΙΤΟΥ
ΠΕΤΡΙΛΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΤΡΙΛΟΥ
ΠΕΤΡΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΤΡΟΧΩΡΙΟΥ
ΣΤΕΦΑΝΙΑΔΟΣ,ΚΑΡΔΙΤΣΗΣ,ΣΤΕΦΑΝΙΑΔΟΣ
ΦΟΥΝΤΩΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΦΟΥΝΤΩΤΟΥ
ΑΝΘΗΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΝΘΗΡΟΥ
ΑΡΓΙΘΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΑΡΓΙΘΕΑΣ
ΕΛΛΗΝΙΚΩΝ,ΚΑΡΔΙΤΣΗΣ,ΕΛΛΗΝΙΚΩΝ
ΘΕΡΙΝΟΥ,ΚΑΡΔΙΤΣΗΣ,ΘΕΡΙΝΟΥ
ΚΑΛΗΣ ΚΩΜΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΑΛΗΣ ΚΩΜΗΣ
ΚΑΡΥΑΣ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΥΑΣ
ΜΕΣΟΒΟΥΝΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΕΣΟΒΟΥΝΙΟΥ
ΠΕΤΡΩΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΤΡΩΤΟΥ
ΑΡΓΥΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΡΓΥΡΙΟΥ
ΒΡΑΓΚΙΑΝΩΝ,ΚΑΡΔΙΤΣΗΣ,ΒΡΑΓΚΙΑΝΩΝ
ΚΑΤΑΦΥΛΛΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΤΑΦΥΛΛΙΟΥ
ΜΑΡΑΘΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΑΡΑΘΟΥ
ΑΜΑΡΑΝΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΜΑΡΑΝΤΟΥ
ΑΜΠΕΛΙΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΜΠΕΛΙΚΟΥ
ΚΑΛΛΙΘΗΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΛΛΙΘΗΡΟΥ
ΚΑΡΟΠΛΕΣΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΟΠΛΕΣΙΟΥ
ΚΑΣΤΑΝΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΚΑΣΤΑΝΕΑΣ
ΚΑΤΑΦΥΓΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΤΑΦΥΓΙΟΥ
ΝΕΡΑΙΔΑΣ,ΚΑΡΔΙΤΣΗΣ,ΝΕΡΑΙΔΑΣ
ΡΑΧΟΥΛΑΣ,ΚΑΡΔΙΤΣΗΣ,ΡΑΧΟΥΛΑΣ
ΑΠΙΔΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΑΠΙΔΕΑΣ
ΔΑΦΝΟΣΠΗΛΙΑΣ,ΚΑΡΔΙΤΣΗΣ,ΔΑΦΝΟΣΠΗΛΙΑΣ
ΖΑΪΜΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΖΑΪΜΙΟΥ
ΚΑΛΛΙΦΩΝΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΛΛΙΦΩΝΙΟΥ
ΜΟΛΟΧΑΣ,ΚΑΡΔΙΤΣΗΣ,ΜΟΛΟΧΑΣ
ΠΑΛΙΟΥΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΑΛΙΟΥΡΙΟΥ
ΑΓΙΟΥ ΘΕΟΔΩΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΥ ΘΕΟΔΩΡΟΥ
ΜΑΚΡΥΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΑΚΡΥΧΩΡΙΟΥ
ΜΕΛΙΣΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΜΕΛΙΣΣΗΣ
ΜΥΡΙΝΗΣ,ΚΑΡΔΙΤΣΗΣ,ΜΥΡΙΝΗΣ
ΠΡΟΔΡΟΜΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΡΟΔΡΟΜΟΥ
ΠΤΕΛΟΠΟΥΛΑΣ,ΚΑΡΔΙΤΣΗΣ,ΠΤΕΛΟΠΟΥΛΑΣ
ΣΤΑΥΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΣΤΑΥΡΟΥ
ΚΑΡΔΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ
ΚΑΡΔΙΤΣΟΜΑΓΟΥΛΑΣ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΔΙΤΣΟΜΑΓΟΥΛΑΣ
ΑΓΙΟΠΗΓΗΣ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΠΗΓΗΣ
ΑΡΤΕΣΙΑΝΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΡΤΕΣΙΑΝΟΥ
ΠΑΛΑΙΟΚΚΛΗΣΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΑΛΑΙΟΚΚΛΗΣΙΟΥ
ΡΟΥΣΣΟΥ,ΚΑΡΔΙΤΣΗΣ,ΡΟΥΣΣΟΥ
ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ
ΓΕΩΡΓΙΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΓΕΩΡΓΙΚΟΥ
ΚΡΥΑΣ ΒΡΥΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΡΥΑΣ ΒΡΥΣΗΣ
ΜΗΤΡΟΠΟΛΗΣ,ΚΑΡΔΙΤΣΗΣ,ΜΗΤΡΟΠΟΛΗΣ
ΞΙΝΟΝΕΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΞΙΝΟΝΕΡΙΟΥ
ΠΟΡΤΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΠΟΡΤΙΤΣΗΣ
ΦΡΑΓΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΦΡΑΓΚΟΥ
ΚΑΡΒΑΣΑΡΑ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΒΑΣΑΡΑ
ΚΑΡΙΤΣΗΣ ΔΟΛΟΠΩΝ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΙΤΣΗΣ ΔΟΛΟΠΩΝ
ΚΡΥΟΝΕΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΡΥΟΝΕΡΙΟΥ
ΜΠΕΛΟΚΟΜΙΤΗΣ,ΚΑΡΔΙΤΣΗΣ,ΜΠΕΛΟΚΟΜΙΤΗΣ
ΝΕΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΝΕΟΧΩΡΙΟΥ
ΠΕΖΟΥΛΑΣ,ΚΑΡΔΙΤΣΗΣ,ΠΕΖΟΥΛΑΣ
ΦΥΛΑΚΤΗΣ,ΚΑΡΔΙΤΣΗΣ,ΦΥΛΑΚΤΗΣ
ΚΕΡΑΣΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΚΕΡΑΣΕΑΣ
ΛΑΜΠΕΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΛΑΜΠΕΡΟΥ
ΜΕΣΕΝΙΚΟΛΑ,ΚΑΡΔΙΤΣΗΣ,ΜΕΣΕΝΙΚΟΛΑ
ΜΟΡΦΟΒΟΥΝΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΟΡΦΟΒΟΥΝΙΟΥ
ΜΟΣΧΑΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΟΣΧΑΤΟΥ
ΑΓΙΟΥ ΑΚΑΚΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΥ ΑΚΑΚΙΟΥ
ΕΛΛΗΝΟΠΥΡΓΟΥ,ΚΑΡΔΙΤΣΗΣ,ΕΛΛΗΝΟΠΥΡΓΟΥ
ΚΑΝΑΛΙΩΝ,ΚΑΡΔΙΤΣΗΣ,ΚΑΝΑΛΙΩΝ
ΚΑΠΠΑ,ΚΑΡΔΙΤΣΗΣ,ΚΑΠΠΑ
ΛΟΞΑΔΑΣ,ΚΑΡΔΙΤΣΗΣ,ΛΟΞΑΔΑΣ
ΠΥΡΓΟΥ ΙΘΩΜΗΣ,ΚΑΡΔΙΤΣΗΣ,ΠΥΡΓΟΥ ΙΘΩΜΗΣ
ΦΑΝΑΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΦΑΝΑΡΙΟΥ
ΧΑΡΜΑΤΟΣ,ΚΑΡΔΙΤΣΗΣ,ΧΑΡΜΑΤΟΣ
ΜΑΥΡΟΜΜΑΤΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΑΥΡΟΜΜΑΤΙΟΥ
ΜΟΥΖΑΚΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΟΥΖΑΚΙΟΥ
ΑΜΥΓΔΑΛΗΣ,ΚΑΡΔΙΤΣΗΣ,ΑΜΥΓΔΑΛΗΣ
ΑΝΘΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΝΘΟΧΩΡΙΟΥ
ΒΑΤΣΟΥΝΙΑΣ,ΚΑΡΔΙΤΣΗΣ,ΒΑΤΣΟΥΝΙΑΣ
ΓΕΛΑΝΘΗΣ,ΚΑΡΔΙΤΣΗΣ,ΓΕΛΑΝΘΗΣ
ΔΡΑΚΟΤΡΥΠΑΣ,ΚΑΡΔΙΤΣΗΣ,ΔΡΑΚΟΤΡΥΠΑΣ
ΕΛΛΗΝΟΚΑΣΤΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΕΛΛΗΝΟΚΑΣΤΡΟΥ
ΚΡΥΟΠΗΓΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΡΥΟΠΗΓΗΣ
ΛΑΖΑΡΙΝΑΣ,ΚΑΡΔΙΤΣΗΣ,ΛΑΖΑΡΙΝΑΣ
ΜΑΓΟΥΛΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΜΑΓΟΥΛΙΤΣΗΣ
ΟΞΥΑΣ,ΚΑΡΔΙΤΣΗΣ,ΟΞΥΑΣ
ΠΕΥΚΟΦΥΤΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΥΚΟΦΥΤΟΥ
ΠΟΡΤΗΣ,ΚΑΡΔΙΤΣΗΣ,ΠΟΡΤΗΣ
ΑΓΝΑΝΤΕΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΝΑΝΤΕΡΟΥ
ΚΡΑΝΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΚΡΑΝΕΑΣ
ΜΑΓΟΥΛΑΣ,ΚΑΡΔΙΤΣΗΣ,ΜΑΓΟΥΛΑΣ
ΠΑΛΑΙΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΑΛΑΙΟΧΩΡΙΟΥ
ΡΙΖΟΒΟΥΝΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΡΙΖΟΒΟΥΝΙΟΥ
ΠΑΛΑΜΑ,ΚΑΡΔΙΤΣΗΣ,ΠΑΛΑΜΑ
ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
ΒΛΟΧΟΥ,ΚΑΡΔΙΤΣΗΣ,ΒΛΟΧΟΥ
ΓΟΡΓΟΒΙΤΩΝ,ΚΑΡΔΙΤΣΗΣ,ΓΟΡΓΟΒΙΤΩΝ
ΚΑΛΥΒΑΚΙΩΝ,ΚΑΡΔΙΤΣΗΣ,ΚΑΛΥΒΑΚΙΩΝ
ΚΟΣΚΙΝΑ,ΚΑΡΔΙΤΣΗΣ,ΚΟΣΚΙΝΑ
ΜΑΡΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΑΡΚΟΥ
ΜΕΤΑΜΟΡΦΩΣΕΩΣ,ΚΑΡΔΙΤΣΗΣ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ
ΑΓΙΑΣ ΤΡΙΑΔΟΣ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΑΣ ΤΡΙΑΔΟΣ
ΚΑΛΟΓΡΙΑΝΩΝ,ΚΑΡΔΙΤΣΗΣ,ΚΑΛΟΓΡΙΑΝΩΝ
ΜΑΡΑΘΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΜΑΡΑΘΕΑΣ
ΠΕΔΙΝΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΔΙΝΟΥ
ΠΡΟΑΣΤΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΡΟΑΣΤΙΟΥ
ΑΣΤΡΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΑΣΤΡΙΤΣΗΣ
ΙΤΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΙΤΕΑΣ
ΛΕΥΚΗΣ,ΚΑΡΔΙΤΣΗΣ,ΛΕΥΚΗΣ
ΟΡΦΑΝΩΝ,ΚΑΡΔΙΤΣΗΣ,ΟΡΦΑΝΩΝ
ΠΕΤΡΙΝΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΕΤΡΙΝΟΥ
ΣΥΚΕΩΝ,ΚΑΡΔΙΤΣΗΣ,ΣΥΚΕΩΝ
ΦΥΛΛΟΥ,ΚΑΡΔΙΤΣΗΣ,ΦΥΛΛΟΥ
ΕΡΜΗΤΣΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΕΡΜΗΤΣΙΟΥ
ΚΥΨΕΛΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΥΨΕΛΗΣ
ΜΑΤΑΡΑΓΚΑΣ,ΚΑΡΔΙΤΣΗΣ,ΜΑΤΑΡΑΓΚΑΣ
ΠΥΡΓΟΥ ΚΙΕΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΠΥΡΓΟΥ ΚΙΕΡΙΟΥ
ΑΗΔΟΝΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΗΔΟΝΟΧΩΡΙΟΥ
ΒΑΘΥΛΑΚΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΒΑΘΥΛΑΚΚΟΥ
ΘΡΑΨΙΜΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΘΡΑΨΙΜΙΟΥ
ΚΕΔΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΕΔΡΟΥ
ΛΟΥΤΡΟΠΗΓΗΣ,ΚΑΡΔΙΤΣΗΣ,ΛΟΥΤΡΟΠΗΓΗΣ
ΛΟΥΤΡΟΥ,ΚΑΡΔΙΤΣΗΣ,ΛΟΥΤΡΟΥ
ΡΕΝΤΙΝΑΣ,ΚΑΡΔΙΤΣΗΣ,ΡΕΝΤΙΝΑΣ
ΣΟΦΑΔΩΝ,ΚΑΡΔΙΤΣΗΣ,ΣΟΦΑΔΩΝ
ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
ΑΓΙΟΥ ΒΗΣΣΑΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΓΙΟΥ ΒΗΣΣΑΡΙΟΥ
ΑΜΠΕΛΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΜΠΕΛΟΥ
ΑΝΩΓΕΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΝΩΓΕΙΟΥ
ΓΕΦΥΡΙΩΝ,ΚΑΡΔΙΤΣΗΣ,ΓΕΦΥΡΙΩΝ
ΔΑΣΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΔΑΣΟΧΩΡΙΟΥ
ΚΑΠΠΑΔΟΚΙΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΠΠΑΔΟΚΙΚΟΥ
ΚΑΡΠΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΚΑΡΠΟΧΩΡΙΟΥ
ΜΑΣΧΟΛΟΥΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΑΣΧΟΛΟΥΡΙΟΥ
ΜΑΥΡΑΧΑΔΩΝ,ΚΑΡΔΙΤΣΗΣ,ΜΑΥΡΑΧΑΔΩΝ
ΜΕΛΙΣΣΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΜΕΛΙΣΣΟΧΩΡΙΟΥ
ΠΑΣΧΑΛΙΤΣΗΣ,ΚΑΡΔΙΤΣΗΣ,ΠΑΣΧΑΛΙΤΣΗΣ
ΦΙΛΙΑΣ,ΚΑΡΔΙΤΣΗΣ,ΦΙΛΙΑΣ
ΑΝΑΒΡΑΣ,ΚΑΡΔΙΤΣΗΣ,ΑΝΑΒΡΑΣ
ΑΣΗΜΟΧΩΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΑΣΗΜΟΧΩΡΙΟΥ
ΑΧΛΑΔΕΑΣ,ΚΑΡΔΙΤΣΗΣ,ΑΧΛΑΔΕΑΣ
ΓΡΑΜΜΑΤΙΚΟΥ,ΚΑΡΔΙΤΣΗΣ,ΓΡΑΜΜΑΤΙΚΟΥ
ΚΤΙΜΕΝΗΣ,ΚΑΡΔΙΤΣΗΣ,ΚΤΙΜΕΝΗΣ
ΛΕΟΝΤΑΡΙΟΥ,ΚΑΡΔΙΤΣΗΣ,ΛΕΟΝΤΑΡΙΟΥ
ΑΓΙΑΣ,ΛΑΡΙΣΗΣ,ΑΓΙΑΣ
ΑΕΤΟΛΟΦΟΥ,ΛΑΡΙΣΗΣ,ΑΕΤΟΛΟΦΟΥ
ΑΝΑΒΡΑΣ,ΛΑΡΙΣΗΣ,ΑΝΑΒΡΑΣ
ΓΕΡΑΚΑΡΙΟΥ,ΛΑΡΙΣΗΣ,ΓΕΡΑΚΑΡΙΟΥ
ΕΛΑΦΟΥ,ΛΑΡΙΣΗΣ,ΕΛΑΦΟΥ
ΜΕΓΑΛΟΒΡΥΣΟΥ,ΛΑΡΙΣΗΣ,ΜΕΓΑΛΟΒΡΥΣΟΥ
ΜΕΤΑΞΟΧΩΡΙΟΥ,ΛΑΡΙΣΗΣ,ΜΕΤΑΞΟΧΩΡΙΟΥ
ΝΕΡΟΜΥΛΩΝ,ΛΑΡΙΣΗΣ,ΝΕΡΟΜΥΛΩΝ
ΠΟΤΑΜΙΑΣ,ΛΑΡΙΣΗΣ,ΠΟΤΑΜΙΑΣ
ΚΑΡΙΤΣΗΣ,ΛΑΡΙΣΗΣ,ΚΑΡΙΤΣΗΣ
ΟΜΟΛΙΟΥ,ΛΑΡΙΣΗΣ,ΟΜΟΛΙΟΥ
ΠΑΛΑΙΟΠΥΡΓΟΥ,ΛΑΡΙΣΗΣ,ΠΑΛΑΙΟΠΥΡΓΟΥ
ΣΤΟΜΙΟΥ,ΛΑΡΙΣΗΣ,ΣΤΟΜΙΟΥ
ΑΜΥΓΔΑΛΗΣ,ΛΑΡΙΣΗΣ,ΑΜΥΓΔΑΛΗΣ
ΑΝΑΤΟΛΗΣ,ΛΑΡΙΣΗΣ,ΑΝΑΤΟΛΗΣ
ΔΗΜΗΤΡΑΣ,ΛΑΡΙΣΗΣ,ΔΗΜΗΤΡΑΣ
ΚΑΣΤΡΙΟΥ,ΛΑΡΙΣΗΣ,ΚΑΣΤΡΙΟΥ
ΜΑΡΜΑΡΙΝΗΣ,ΛΑΡΙΣΗΣ,ΜΑΡΜΑΡΙΝΗΣ
ΜΕΛΙΒΟΙΑΣ,ΛΑΡΙΣΗΣ,ΜΕΛΙΒΟΙΑΣ
ΣΚΗΤΗΣ,ΛΑΡΙΣΗΣ,ΣΚΗΤΗΣ
ΣΚΛΗΘΡΟΥ,ΛΑΡΙΣΗΣ,ΣΚΛΗΘΡΟΥ
ΣΩΤΗΡΙΤΣΗΣ,ΛΑΡΙΣΗΣ,ΣΩΤΗΡΙΤΣΗΣ
ΚΡΑΝΕΑΣ ΕΛΑΣΣΟΝΟΣ,ΛΑΡΙΣΗΣ,ΚΡΑΝΕΑΣ ΕΛΑΣΣΟΝΟΣ
ΑΚΡΗΣ,ΛΑΡΙΣΗΣ,ΑΚΡΗΣ
ΛΟΥΤΡΟΥ,ΛΑΡΙΣΗΣ,ΛΟΥΤΡΟΥ
ΒΕΡΔΙΚΟΥΣΣΗΣ,ΛΑΡΙΣΗΣ,ΒΕΡΔΙΚΟΥΣΣΗΣ
ΕΛΑΣΣΟΝΟΣ,ΛΑΡΙΣΗΣ,ΕΛΑΣΣΟΝΟΣ
ΒΑΛΑΝΙΔΑΣ,ΛΑΡΙΣΗΣ,ΒΑΛΑΝΙΔΑΣ
ΓΑΛΑΝΟΒΡΥΣΗΣ,ΛΑΡΙΣΗΣ,ΓΑΛΑΝΟΒΡΥΣΗΣ
ΔΡΥΜΟΥ,ΛΑΡΙΣΗΣ,ΔΡΥΜΟΥ
ΕΥΑΓΓΕΛΙΣΜΟΥ ΕΛΛΑΣΟΝΟΣ,ΛΑΡΙΣΗΣ,ΕΥΑΓΓΕΛΙΣΜΟΥ ΕΛΛΑΣΟΝΟΣ
ΚΕΦΑΛΟΒΡΥΣΟΥ,ΛΑΡΙΣΗΣ,ΚΕΦΑΛΟΒΡΥΣΟΥ
ΠΑΛΑΙΟΚΑΣΤΡΟΥ,ΛΑΡΙΣΗΣ,ΠΑΛΑΙΟΚΑΣΤΡΟΥ
ΣΤΕΦΑΝΟΒΟΥΝΟΥ,ΛΑΡΙΣΗΣ,ΣΤΕΦΑΝΟΒΟΥΝΟΥ
ΚΑΡΥΑΣ,ΛΑΡΙΣΗΣ,ΚΑΡΥΑΣ
ΚΡΥΟΒΡΥΣΗΣ,ΛΑΡΙΣΗΣ,ΚΡΥΟΒΡΥΣΗΣ
ΣΥΚΑΜΙΝΕΑΣ,ΛΑΡΙΣΗΣ,ΣΥΚΑΜΙΝΕΑΣ
ΛΙΒΑΔΙΟΥ,ΛΑΡΙΣΗΣ,ΛΙΒΑΔΙΟΥ
ΔΟΛΙΧΗΣ,ΛΑΡΙΣΗΣ,ΔΟΛΙΧΗΣ
ΚΑΛΛΙΘΕΑΣ ΕΛΛΑΣΟΝΟΣ,ΛΑΡΙΣΗΣ,ΚΑΛΛΙΘΕΑΣ ΕΛΛΑΣΟΝΟΣ
ΚΟΚΚΙΝΟΓΕΙΟΥ,ΛΑΡΙΣΗΣ,ΚΟΚΚΙΝΟΓΕΙΟΥ
ΚΟΚΚΙΝΟΠΗΛΟΥ,ΛΑΡΙΣΗΣ,ΚΟΚΚΙΝΟΠΗΛΟΥ
ΛΟΦΟΥ,ΛΑΡΙΣΗΣ,ΛΟΦΟΥ
ΟΛΥΜΠΙΑΔΟΣ,ΛΑΡΙΣΗΣ,ΟΛΥΜΠΙΑΔΟΣ
ΠΥΘΙΟΥ,ΛΑΡΙΣΗΣ,ΠΥΘΙΟΥ
ΦΛΑΜΠΟΥΡΟΥ,ΛΑΡΙΣΗΣ,ΦΛΑΜΠΟΥΡΟΥ
ΑΜΟΥΡΙΟΥ,ΛΑΡΙΣΗΣ,ΑΜΟΥΡΙΟΥ
ΒΛΑΧΟΓΙΑΝΝΙΟΥ,ΛΑΡΙΣΗΣ,ΒΛΑΧΟΓΙΑΝΝΙΟΥ
ΔΟΜΕΝΙΚΟΥ,ΛΑΡΙΣΗΣ,ΔΟΜΕΝΙΚΟΥ
ΜΑΓΟΥΛΑΣ,ΛΑΡΙΣΗΣ,ΜΑΓΟΥΛΑΣ
ΜΕΓΑΛΟΥ ΕΛΕΥΘΕΡΟΧΩΡΙΟΥ,ΛΑΡΙΣΗΣ,ΜΕΓΑΛΟΥ ΕΛΕΥΘΕΡΟΧΩΡΙΟΥ
ΜΕΣΟΧΩΡΙΟΥ,ΛΑΡΙΣΗΣ,ΜΕΣΟΧΩΡΙΟΥ
ΠΡΑΙΤΩΡΙΟΥ,ΛΑΡΙΣΗΣ,ΠΡΑΙΤΩΡΙΟΥ
ΣΥΚΕΑΣ,ΛΑΡΙΣΗΣ,ΣΥΚΕΑΣ
ΑΖΩΡΟΥ(ΒΟΥΒΑΛΑΣ),ΛΑΡΙΣΗΣ,ΑΖΩΡΟΥ(ΒΟΥΒΑΛΑΣ)
ΓΕΡΑΝΙΩΝ,ΛΑΡΙΣΗΣ,ΓΕΡΑΝΙΩΝ
ΓΙΑΝΝΩΤΩΝ,ΛΑΡΙΣΗΣ,ΓΙΑΝΝΩΤΩΝ
ΛΥΚΟΥΔΙΟΥ,ΛΑΡΙΣΗΣ,ΛΥΚΟΥΔΙΟΥ
ΜΗΛΕΑΣ,ΛΑΡΙΣΗΣ,ΜΗΛΕΑΣ
ΣΑΡΑΝΤΑΠΟΡΟΥ,ΛΑΡΙΣΗΣ,ΣΑΡΑΝΤΑΠΟΡΟΥ
ΤΣΑΠΟΥΡΝΙΑΣ,ΛΑΡΙΣΗΣ,ΤΣΑΠΟΥΡΝΙΑΣ
ΤΣΑΡΙΤΣΑΝΗΣ,ΛΑΡΙΣΗΣ,ΤΣΑΡΙΤΣΑΝΗΣ
ΑΡΜΕΝΙΟΥ,ΛΑΡΙΣΗΣ,ΑΡΜΕΝΙΟΥ
ΜΕΓΑΛΟΥ ΜΟΝΑΣΤΗΡΙΟΥ,ΛΑΡΙΣΗΣ,ΜΕΓΑΛΟΥ ΜΟΝΑΣΤΗΡΙΟΥ
ΝΙΚΗΣ,ΛΑΡΙΣΗΣ,ΝΙΚΗΣ
ΣΩΤΗΡΙΟΥ,ΛΑΡΙΣΗΣ,ΣΩΤΗΡΙΟΥ
ΑΓΝΑΝΤΕΡΗΣ,ΛΑΡΙΣΗΣ,ΑΓΝΑΝΤΕΡΗΣ
ΚΑΛΑΜΑΚΙΟΥ,ΛΑΡΙΣΗΣ,ΚΑΛΑΜΑΚΙΟΥ
